OF_TURN,HYDRANT,MAPPAGE,SEQ__,ZIPCODE,OF_TURNS,STATION,DIRECTION,COMPLETED,FLOW,NUM,LOCATION,STATIC_PRE,CLASS,CONDITION,VALVE_MAKE,DATE_INSPE,HYDRANT_ID,LONGITUDE,VALVE_SIZE,TYPE0,DATE_INSTA,SIZE,CITY,NAME,DISTRICT,VALVE_TYPE,MAKE,ATLAS_PAGE,ADDRESS,LATITUDE,TYPE,RESIDUAL_P
L,,1373,0037,74115,21,17,N,1,1050,553,78 EA 500'N EASTON ES,0,NA,,C452,1999-06-26,00084-0037,-95.889894,60,3-WAY,,45,TULSA,78,2,GATE,DARLI,00084,553 N 78th AV E,36.164456,EA,0
L,,1374,0024,74112,21,22,S,1,41702,107,78 EA 50'S 1 ST ES,0,NA,,C513,2003-08-11,00085-0024,-95.890134,60,3-WAY,,52,TULSA,78,2,GATE,MUELL,00085,107 S 78th AV E,36.15927,EA,0
L,,1373,0010,74115,8,17,,1,41702,0,78 EA 50'S PINE ES,0,NA,,DELET,1999-05-08,00083-0010,-95.888602,20,3-WAY,,40,TULSA,,2,GATE,DARLI,00083,,36.176879,,0
L,,1381,0071,74133,21,28,E,1,11000,7802,78 EA & 77 CT NEC,0,NA,,C499,1999-06-22,00766-0071,-95.889147,60,3-WAY,,50,TULSA,77,5,GATE,WATER,00766,7803 E 77th CT S,36.051926,ST,0
L,,1370,0009,74115,21,17,,1,0,0,78 EA & 77 E PL ES,0,NA,,DELET,1996-04-27,00286-0009,-95.888686,60,3-WAY,,42,TULSA,,2,GATE,MUELL,00286,,36.208472,,0
L,,1373,0048,74115,7,17,N,1,41702,1221,78 EA & MARSHALL PL SEC,0,NA,,C528,2003-08-08,00083-0048,-95.890277,20,3-WAY,,40,TULSA,78,2,GATE,DARLI,00083,1221 N 78th AV E,36.171693,EA,0
L,,1370,0011,74115,21,17,N,1,1100,3898,78 EA & MEMORIAL SWC,0,NA,,C541,1999-06-26,00286-0011,-95.886969,60,3-WAY,,45,TULSA,MEMORIAL,2,GATE,MUELL,00286,3898 N MEMORIAL  DR E,36.212987,DR,0
L,,1380,0082,74133,14,28,,1,1060,0,78 E AVE 250'N 71 ST ES,0,NA,,C509,1999-04-30,00560-0082,-95.890277,40,3-WAY,,52,TULSA,,5,GATE,MUELL,00560,,36.061818,,0
L,,1380,0079,74133,38,28,S,1,1060,6745,78 E AVE 350'N 68 ST ES,0,NA,,C509,1999-04-30,00560-0079,-95.890086,120,3-WAY,,52,TULSA,78,5,GATE,MUELL,00560,6745 S 78th AV E,36.065147,EA,0
L,,1380,0078,74133,20,28,S,1,1060,6715,78 E AVE 400'S 66 ST  ES,0,NA,,C509,1999-04-30,00560-0078,-95.890182,60,3-WAY,,52,TULSA,78,5,GATE,MUELL,00560,6715 S 78th AV E,36.066114,EA,0
L,,1381,0027,74133,21,28,E,1,1100,7040,78 PL 100'E 78 ST SS,0,NA,,C499,1999-06-07,00766-0027,-95.896608,60,3-WAY,,52,TULSA,78,5,GATE,DARLI,00766,7040 E 78th PL S,36.049369,ST,0
L,,1231,0044,74136,27,29,E,1,0,3122,78 PL 175'E FLORENCE SS,0,NA,,,2003-08-12,00769-0044,-95.942337,80,3-WAY,,42,TULSA,78,3,GATE,MUELL,00769,3122 E 78th PL S,36.049624,ST,0
L,,1331,0063,74136,20,28,S,1,1070,7756,78 PL 300'E OF BRADEN SS,0,NA,,C509,1999-05-03,00767-0063,-95.918799,60,3-WAY,1984-08-28,52,TULSA,BRADEN,5,GATE,CLOW,00767,7756 S BRADEN  AV E,36.050562,EA,0
L,,1431,0012,74133,19,28,E,1,41802,8602,78 PL 300'W 86 EA SS,0,NA,,C525,1999-04-13,00765-0012,-95.880085,60,3-WAY,,50,TULSA,78,5,GATE,KENNE,00765,8602 E 78th PL S,36.050509,ST,0
L,,1331,0043,74136,20,28,E,1,1070,6224,78 PL 300'W OXFORD SS,0,NA,,C509,1999-05-18,00767-0043,-95.906544,60,3-WAY,,50,TULSA,78,5,GATE,KENNE,00767,6224 E 78th PL S,36.050215,ST,0
L,,1331,0022,74136,20,28,E,1,1070,5832,78 PL 350'W JOPLIN SS,0,NA,,C509,1999-05-06,00767-0022,-95.910564,60,3-WAY,,52,TULSA,78,5,GATE,MUELL,00767,5832 E 78th PL S,36.050184,ST,0
L,,1381,0004,74133,20,28,S,1,11000,7844,78 PL & 66 EA NWC,0,NA,,C499,1999-06-10,00766-0004,-95.903732,60,3-WAY,,52,TULSA,66,5,GATE,MUELL,00766,7844 S 66th AV E,36.049744,EA,0
L,,1381,0010,74133,20,28,E,1,11000,6702,78 PL & 67 EA SWC,0,NA,,C499,1999-06-19,00766-0010,-95.902383,60,3-WAY,,52,TULSA,78,5,GATE,MUELL,00766,6622 E 78th PL S,36.049028,ST,0
L,,1381,0016,74133,20,28,E,1,11000,6816,78 PL & 68 EA SEC,0,NA,,C400,1999-06-04,00766-0016,-95.900655,60,3-WAY,,52,TULSA,78,5,GATE,MUELL,00766,6816 E 78th PL S,36.049062,ST,0
L,,1381,0015,74133,20,28,,1,11000,0,78 PL & 69 EA SEC,0,NA,,C499,1999-06-10,00766-0015,-95.900107,60,3-WAY,,52,TULSA,,5,GATE,MUELL,00766,,36.049369,,0
L,,1381,0028,74133,21,28,S,1,1100,7805,78 PL & 70 EA SEC,0,NA,,C499,1999-06-07,00766-0028,-95.897957,60,3-WAY,,0,TULSA,70,5,GATE,M & H,00766,7805 S 70th AV E,36.049642,EA,0
L,,1431,0006,74133,19,28,E,1,41802,8504,78 PL & 85 EA ES,0,NA,,C525,1999-04-13,00765-0006,-95.881223,60,3-WAY,,50,TULSA,78,5,GATE,KENNE,00765,8504 E 78th PL S,36.050543,ST,0
L,,1231,0028,74136,32,29,S,1,1050,7805,78 PL & COLLEGE SEC,0,NA,,,2003-08-15,00769-0028,-95.944805,100,3-WAY,,42,TULSA,COLLEGE,3,GATE,MUELL,00769,7805 S COLLEGE  AV E,36.048924,EA,0
L,,1231,0035,74136,7,29,S,1,0,7805,78 PL & COLLGE PL SEC,0,NA,,,2003-08-12,00769-0035,-95.943939,20,3-WAY,,42,TULSA,COLLEGE,3,AIR RELIE,MUELL,00769,7805 S COLLEGE  PL E,36.049029,EA,0
L,,1231,0020,74136,32,29,S,1,1050,7829,78 PL & EVANTON SEC,0,NA,,,2003-08-15,00769-0020,-95.945757,100,3-WAY,,52,TULSA,EVANSTON,3,GATE,MUELL,00769,7829 S EVANSTON  AV E,36.048854,EA,0
L,,1331,0018,74136,19,28,E,1,1070,5802,78 PL & IRVINGTON SEC,0,NA,,C509,1999-05-06,00767-0018,-95.912165,60,3-WAY,,52,TULSA,78,5,GATE,MUELL,00767,5802 E 78th PL S,36.050425,ST,0
L,,1331,0033,74136,25,28,S,1,1070,7740,78 PL & KINGSTON SEC,0,NA,,C509,1999-05-18,00767-0033,-95.907996,80,3-WAY,,50,TULSA,KINGSTON,5,GATE,KENNE,00767,7740 S KINGSTON  AV E,36.050576,EA,0
L,,1331,0048,74136,20,28,S,1,1070,7815,78 PL & OXFORD ES,0,NA,,C509,1999-05-18,00767-0048,-95.904832,60,3-WAY,,52,TULSA,OXFORD,5,GATE,MUELL,00767,7815 S OXFORD  AV E,36.050455,EA,0
L,,1381,0012,74133,20,28,E,1,11000,6812,78 ST 125'W 69 EA SS,0,NA,,C400,1999-06-10,00766-0012,-95.90036,60,3-WAY,,52,TULSA,78,5,GATE,MUELL,00766,6812 E 78th ST S,36.051176,ST,0
L,,1331,0071,74136,20,28,E,1,1070,5614,78 ST 150'E GRANITE SS,0,NA,,C509,1999-05-06,00767-0071,-95.913617,60,3-WAY,1984-08-24,52,TULSA,78,5,GATE,CLOW,00767,5610 E 78th PL S,36.050455,ST,0
,,1031,0028,74132,7,6,,1,0,0,78 ST & 24 WA,0,NA,,,1998-05-22,00773-0028,-96.019352,20,3-WAY,1997-03-20,52,TULSA,,3,GATE,DARLI,00773,,36.051215,,0
L,,1431,0005,74133,19,28,E,1,41802,8518,78 ST 250'E 85 EA SS,0,NA,,C525,1999-04-19,00765-0005,-95.880633,60,3-WAY,,50,TULSA,78,5,GATE,KENNE,00765,8518 E 78th ST S,36.051327,ST,0
L,,1381,0008,74133,39,28,E,1,11000,6710,78 ST 250'W 68 EA SS,0,NA,,C528,1999-06-16,00766-0008,-95.901924,120,3-WAY,,52,TULSA,78,5,GATE,MUELL,00766,6710 E 78th ST S,36.051167,ST,0
L,,1231,0043,74136,21,29,E,1,1050,2992,78 ST 250'W GARY PL SS,0,NA,,,2003-08-12,00769-0043,-95.942342,60,3-WAY,,42,TULSA,78,3,GATE,MUELL,00769,2992 E 78th ST S,36.050648,ST,0
,,1031,0029,74132,29,6,W,1,0,2047,78 ST & 26 WA,0,NA,,,1998-05-21,00773-0029,-96.017263,60,3-WAY,1997-05-23,52,TULSA,78,3,GATE,DARLI,00773,2203 W 78th ST S,36.051235,ST,0
,,1031,0027,74132,17,6,,1,0,0,78 ST & 26 WA,0,NA,,,1998-05-22,00773-0027,-96.021539,60,3-WAY,1997-03-11,52,TULSA,,3,GATE,DARLI,00773,,36.051186,,0
,,1031,0026,74132,17,6,W,1,0,2615,78 ST & 28 WA,0,NA,,,1998-05-22,00773-0026,-96.023762,60,3-WAY,1997-03-11,52,TULSA,78,3,GATE,DARLI,00773,2615 W 78th ST S,36.051158,ST,0
L,,1381,0025,74133,21,28,E,1,11000,6938,78 ST 300'E 69 PL WS,0,NA,,C499,1999-06-07,00766-0025,-95.897957,60,3-WAY,,45,TULSA,,5,GATE,MUELL,00766,6938 E 78th ST S,36.050733,ST,0
L,,1231,0027,74136,32,29,E,1,0,2936,78 ST 300'E EVANSTON SS,0,NA,,C490,2003-08-15,00769-0027,-95.944502,100,3-WAY,,42,TULSA,78,3,GATE,MUELL,00769,2936 E 78th ST S,36.049834,ST,0
L,,1381,0026,74133,20,28,E,1,1100,6955,78 ST 300'N 78 PL ES,0,NA,,C499,1999-06-07,00766-0026,-95.897072,60,3-WAY,,45,TULSA,78,5,GATE,MUELL,00766,6955 E 78th ST S,36.050596,ST,0
,,1031,0024,74132,17,6,W,1,0,3045,78 ST & 30 WA,0,NA,,,1998-05-22,00773-0024,-96.027642,60,3-WAY,1997-02-04,52,TULSA,78,3,GATE,DARLI,00773,3045 W 78th ST S,36.051129,ST,0
,,1031,0025,74132,17,6,,1,0,0,78 ST & 30 WA,0,NA,,,1998-05-22,00773-0025,-96.026096,60,3-WAY,1997-03-07,52,TULSA,,3,GATE,DARLI,00773,,36.051174,,0
L,,981,0003,74132,56,6,,1,0,0,78 ST & 33 W AV 1 F/HYD S,0,NA,,C485,1997-08-15,00773-0003,-96.029406,160,3-WAY,1996-12-03,52,TULSA,,3,BALL,KENNY,00773,,36.050616,,0
L,,981,0002,74132,7,6,S,1,0,7900,78 ST & 33 W AV 2 F/HYD S,0,NA,,,1996-12-10,00773-0002,-96.029402,20,3-WAY,1996-12-10,52,TULSA,,3,AIR RELIE,,00773,7900 S 33th AV W,36.049174,WA,0
L,,1281,0012,74136,20,29,E,1,1060,3740,78 ST 350'S OSWEGO PL ES,0,NA,,C480,1999-05-14,00768-0012,-95.933984,60,3-WAY,,45,TULSA,78,3,GATE,MUELL,00768,3740 E 78th ST S,36.04986,ST,0
L,,1431,0011,74133,19,28,E,1,41802,8630,78 ST 350'W OF 88 EA SS,0,NA,,C525,1999-04-19,00765-0011,-95.879158,60,3-WAY,,50,TULSA,78,5,GATE,KENNE,00765,8626 E 78th ST S,36.051361,ST,0
L,,1381,0083,74133,28,28,E,1,11000,7904,78 ST 400'E 78 EA SS,0,NA,,C499,1999-06-19,00766-0083,-95.888178,80,3-WAY,,50,TULSA,78,5,GATE,KENNE,00766,7826 E 78th ST S,36.050562,ST,0
L,,1331,0042,74136,26,28,E,1,1070,6218,78 ST 400'W OXFORD SS,0,NA,,C509,1999-05-18,00767-0042,-95.906395,80,3-WAY,,52,TULSA,78,5,GATE,MUELL,00767,6218 E 78th ST S,36.051087,ST,0
L,,1381,0002,74133,38,28,,1,11000,0,78 ST & 66 EA SEC,0,NA,,C499,1999-06-10,00766-0002,-95.903394,120,3-WAY,,55,TULSA,,5,GATE,MUELL,00766,,36.051108,,0
L,,1381,0023,74133,20,28,E,1,11000,6904,78 ST & 69 EA SEC,0,NA,,C400,1999-06-07,00766-0023,-95.899091,60,3-WAY,,45,TULSA,78,5,GATE,MUELL,00766,6904 E 78th ST S,36.051453,ST,0
L,,1231,0034,74136,20,29,E,1,1050,2968,78 ST 700'E EVANSTON SS,0,NA,,,2003-08-12,00769-0034,-95.943303,60,3-WAY,,42,TULSA,78,3,GATE,MUELL,00769,2960 E 78th ST S,36.050177,ST,0
L,,1381,0052,74133,21,28,E,1,11000,7224,78 ST & 72 E PL SEC,0,NA,,C499,1999-06-10,00766-0052,-95.894753,60,3-WAY,,50,TULSA,78,5,GATE,WATER,00766,7224 E 78th ST S,36.050221,ST,0
L,,1381,0058,74133,21,28,E,1,11000,7518,78 ST & 75 EA SEC,0,NA,,C462,1999-06-07,00766-0058,-95.892514,60,3-WAY,,50,TULSA,78,5,GATE,WATER,00766,7518 E 78th ST S,36.050246,ST,0
L,,1381,0072,74133,18,28,S,1,11000,7805,78 ST & 78 EA SEC,0,NA,,C499,1999-06-22,00766-0072,-95.889358,60,3-WAY,,50,TULSA,78,5,GATE,WATER,00766,7805 S 78th AV E,36.05063,EA,0
L,,1231,0019,74136,21,29,E,1,1050,2912,78 ST & EVANSTON SEC,0,NA,,,2003-08-15,00769-0019,-95.945714,60,3-WAY,,42,TULSA,78,3,GATE,MUELL,00769,2906 E 78th ST S,36.049729,ST,0
L,,1231,0042,74136,21,29,S,1,1050,7761,78 ST & GARY PL NEC,0,NA,,,2003-08-12,00769-0042,-95.941861,60,3-WAY,,42,TULSA,GARY,3,GATE,MUELL,00769,7761 S GARY  PL E,36.051444,EA,0
L,,1281,0013,74136,0,29,S,1,1060,7801,78 ST & LOUISVILLE SEC,0,NA,,,1999-05-14,00768-0013,-95.935634,10,3-WAY,,40,TULSA,LOUISVILLE,3,GATE,DARLI,00768,7801 S LOUISVILLE  AV E,36.049349,EA,0
L,,1281,0011,74136,20,29,S,1,1060,7810,78 ST & OSWEGO PL SEC,0,NA,,,1999-05-14,00768-0011,-95.933036,60,3-WAY,,40,TULSA,OSWEGO,3,AIR RELIE,DARLI,00768,7810 S OSWEGO  PL E,36.050484,EA,0
L,,1381,0001,74136,20,28,E,1,11000,6505,78 ST & SHERIDAN RD NEC,0,NA,,C499,1999-06-10,00766-0001,-95.903942,60,3-WAY,,45,TULSA,78,5,GATE,MUELL,00766,6505 E 78th ST S,36.051449,ST,0
,,1031,0032,74132,17,6,S,1,0,7810,78 ST & S UNION,0,NA,,,1998-05-22,00773-0032,-96.011908,60,3-WAY,1997-04-04,52,TULSA,UNION,3,,DARLI,00773,7810 S UNION  AV W,36.050958,AV,0
L,,1281,0053,74136,27,32,S,1,1060,7803,78 ST & URBANA SWC,0,NA,,C401,1999-05-20,00768-0053,-95.924749,80,3-WAY,,52,TULSA,URBANA,5,GATE,MUELL,00768,7803 S URBANA  AV E,36.050995,EA,0
,,1031,0030,74132,17,6,W,1,0,2001,78 ST & XENOHHON,0,NA,,DARLI,1998-05-22,00773-0030,-96.01526,60,3-WAY,1997-03-27,52,TULSA,78,3,GATE,DARLI,00773,2001 W 78th ST S,36.051243,ST,0
L,,1031,0031,74132,17,6,W,1,0,1712,78 ST & XENOPHON,0,NA,,DARLI,1998-05-22,00773-0031,-96.013884,60,3-WAY,1997-03-28,52,TULSA,78,3,GATE,DARLI,00773,7805 S XENOPHON  AV W,36.05093,ST,0
L,,1379,0064,74145,27,20,,1,1050,0,78TH E AVE & 58TH PL,0,NA,,,1999-04-27,00386-0064,-95.888107,80,3-WAY,,42,TULSA,,5,GATE,MUELL,00386,,36.080235,,0
L,,1379,0048,74145,21,20,,1,1050,0,7911 E 59 ST,0,NA,,C521,1999-04-21,00386-0048,-95.890804,60,3-WAY,,45,TULSA,,5,GATE,MUELL,00386,,36.078538,,0
L,,1379,0056,74145,20,20,E,1,1050,7949,7947 E 59 ST,0,NA,,C513,1999-04-21,00386-0056,-95.889176,60,3-WAY,,42,TULSA,59,5,GATE,MUELL,00386,7949 E 59th ST S,36.078808,ST,0
L,,1379,0066,74145,21,20,S,1,1050,6000,7964 E 59 PL,0,NA,,C506,1999-04-21,00386-0066,-95.888458,60,3-WAY,,45,TULSA,MEMORIAL,5,GATE,MUELL,00386,6000 S MEMORIAL  DR E,36.077144,DR,0
L,,1379,0071,74145,28,20,S,1,1050,5840,7980 E 59 PL,0,NA,,C452,1999-04-30,00386-0071,-95.887453,80,3-WAY,,45,TULSA,MEMORIAL,5,GATE,MUELL,00386,5840 S MEMORIAL  DR E,36.077377,DR,0
L,,1379,0073,74145,28,20,S,1,1050,6000,7988 E 60 ST,0,NA,,C439,1999-04-21,00386-0073,-95.887932,80,3-WAY,,45,TULSA,MEMORIAL,5,GATE,MUELL,00386,6000 S MEMORIAL  DR E,36.076215,DR,0
L,,1382,0072,74133,21,32,,1,1050,0,79 EA 100'S 87 PL ES,0,NA,,C525,1999-06-11,01004-0072,-95.887932,60,3-WAY,,50,TULSA,,5,GATE,KENNE,01004,,36.038095,,0
L,,1381,0078,74133,28,28,S,1,11000,8033,79 EA 175'E 78 EA ES,0,NA,,C499,1999-06-25,00766-0078,-95.887672,80,3-WAY,,42,TULSA,79,5,GATE,M & H,00766,8039 S 79th AV E,36.046949,EA,0
L,,1376,0062,74129,21,22,S,1,41702,2713,79 EA & 27 PL WS,0,NA,,C541,2003-08-03,00090-0062,-95.888315,60,3-WAY,,52,TULSA,79,2,GATE,MUELLER,00090,2713 S 79th AV E,36.123858,EA,0
L,,1375,0022,74112,27,22,,1,41702,0,79 EA 400'N 19 ST ES,0,NA,,,1999-05-13,00088-0022,-95.888746,80,3-WAY,,52,TULSA,,2,GATE,MUELL,00088,,36.137984,,0
L,,1381,0077,74133,28,28,E,1,11000,7906,79 EA & 80 ST SEC,0,NA,,C499,1999-06-25,00766-0077,-95.887587,80,3-WAY,,40,TULSA,80,5,GATE,MUELL,00766,7906 E 80th ST S,36.048142,ST,0
L,,1375,0037,74112,25,22,,1,11100,0,79 E AV 250' N OF 15 ST ES,0,NA,,C462,1999-06-02,00087-0037,-95.888746,80,3-WAY,,42,TULSA,,2,GATE,MUELL,00087,,36.141157,,0
L,,1375,0049,74112,21,22,,1,41702,0,79 E AV 400' N OF 21 ST ES,0,NA,,,2003-08-16,00088-0049,-95.888746,60,3-WAY,,42,TULSA,,2,GATE,MUELL,00088,,36.133688,,0
L,,1375,0018,74112,21,22,S,1,11100,1131,79 E AV 475' S OF 11 ST ES,0,NA,,C452,1999-06-02,00087-0018,-95.888698,60,3-WAY,,52,TULSA,79,2,GATE,MUELL,00087,1131 S 79th AV E,36.14646,EA,0
L,,1375,0036,74112,25,22,,1,11100,0,79 E AV 850' N OF 15 ST ES,0,NA,,C452,1999-06-02,00087-0036,-95.888652,80,3-WAY,,42,TULSA,,2,GATE,MUELL,00087,,36.143505,,0
L,,1375,0019,74112,21,22,S,1,11100,1189,79 E AV 950'S OF 11 ST ES,0,NA,,C452,1999-06-02,00087-0019,-95.88865,60,3-WAY,,42,TULSA,79,2,GATE,MUELL,00087,1189 S 79th AV E,36.144602,EA,0
L,,1375,0010,74112,26,22,,1,41702,0,79 E AVE & 15 CT NEC,0,NA,,,2003-08-16,00088-0010,-95.888793,80,3-WAY,,42,TULSA,,2,GATE,MUELL,00088,,36.140577,,0
L,,1375,0021,74112,25,22,,1,41702,0,79 E AVE 350'S OF 15 ST ES,0,NA,,,2003-08-16,00088-0021,-95.88881,80,3-WAY,,42,TULSA,,2,GATE,MUELL,00088,,36.139279,,0
L,,1375,0047,74112,20,22,S,1,41702,1765,79 E AVE 400'S 19 ST ES,0,NA,,C495,2003-08-16,00088-0047,-95.88865,60,3-WAY,,52,TULSA,79,2,GATE,MUELL,00088,1765 S 79th AV E,36.135275,EA,0
L,,1379,0068,74145,26,20,S,1,1060,5602,79 E PL 75'W MEMORIAL DR SWC,0,NA,,,1999-05-04,00311-0068,-95.886974,80,3-WAY,,45,TULSA,MEMORIAL,5,GATE,MUELL,00311,5602 S MEMORIAL  DR E,36.08384,DR,0
L,,1381,0085,74133,28,28,E,1,11000,7842,79 PL 150'W 80 EA SS,0,NA,,C422,1999-06-19,00766-0085,-95.887672,80,3-WAY,,52,TULSA,79,5,GATE,M & H,00766,7842 E 79th PL S,36.049028,ST,0
L,,1381,0074,74133,38,28,E,1,11000,7818,79 PL 200'E 78 EA SS,0,NA,,C499,1999-06-22,00766-0074,-95.888852,120,3-WAY,,40,TULSA,79,5,GATE,MUELL,00766,7812 E 79th PL S,36.048926,ST,0
L,,1331,0035,74136,9,28,E,1,1070,5928,79 PL 300'W LAKEWOOD SS,0,NA,,C509,1999-05-19,00767-0035,-95.907509,20,3-WAY,,52,TULSA,79,5,AIR RELIE,MUELL,00767,5928 E 79th PL S,36.048602,PL,0
L,,1381,0036,74133,21,28,S,1,11000,7907,79 PL & 71 EA SEC,0,NA,,C400,1999-06-13,00766-0036,-95.89703,60,3-WAY,,40,TULSA,71,5,GATE,M & H,00766,7907 S 71th AV E,36.047733,EA,0
L,,1331,0036,74136,7,28,S,1,1070,7941,79 PL & LAKEWOOD NEC,0,NA,,C509,1999-05-18,00767-0036,-95.90647,20,3-WAY,,52,TULSA,LAKEWOOD,5,AIR RELIE,MUELL,00767,7941 S LAKEWOOD  AV E,36.0488,EA,0
L,,1281,0036,74136,20,32,E,1,1060,4308,79 PL & RICHMOND SEC,0,NA,,,1999-05-20,00768-0036,-95.929243,60,3-WAY,,45,TULSA,79,5,GATE,MUELL,00768,4302 E 79th PL S,36.048384,ST,0
L,,1331,0075,74136,6,28,S,1,1070,7907,79 ST 100'E BRADEN SS,0,NA,,C509,1999-05-03,00767-0075,-95.918866,20,3-WAY,,55,TULSA,BRADEN,5,AIR RELIE,CLOW,00767,7907 S BRADEN  AV E,36.049342,EA,0
L,,1331,0027,74136,0,28,S,1,1070,7919,79 ST 100'E JOPLIN SS,0,NA,,C509,1999-05-19,00767-0027,-95.908666,80,3-WAY,,52,TULSA,JOPLIN,5,GATE,MUELL,00767,7919 S JOPLIN  AV E,36.049191,EA,0
L,,1231,0052,74136,20,29,E,1,1050,3138,79 ST & 100'W HARVARD SS,0,NA,,,2003-08-07,00769-0052,-95.941464,60,3-WAY,,42,TULSA,79,3,GATE,MUELL,00769,3138 E 79th ST S,36.049133,ST,0
L,,1431,0013,74133,19,28,E,1,41802,8612,79 ST 150'E 86 EA SS,0,NA,,C525,1999-04-19,00765-0013,-95.880018,60,3-WAY,,50,TULSA,79,5,GATE,KENNE,00765,8612 E 79th ST S,36.049797,ST,0
L,,1381,0017,74133,20,28,E,1,1100,6804,79 ST 175'E 67 PL SS,0,NA,,C499,1999-06-04,00766-0017,-95.901329,60,3-WAY,,52,TULSA,79,5,GATE,MUELL,00766,6724 E 79th ST S,36.048244,ST,0
L,,1281,0043,74136,20,32,E,1,1060,4605,79 ST 175'W URBANA SS,0,NA,,,1999-05-20,00768-0043,-95.926505,60,3-WAY,,45,TULSA,80,5,GATE,MUELL,00768,4518 E 79th ST S,36.049406,ST,0
L,,1331,0034,74136,38,28,E,1,1070,6014,79 ST 200'W LAKEWOOD SS,0,NA,,C509,1999-05-19,00767-0034,-95.907251,120,3-WAY,,52,TULSA,79,5,GATE,MUELL,00767,6014 E 79th ST S,36.049402,ST,0
L,,1381,0011,74133,20,28,E,1,11000,6610,79 ST 250'W 67 E PL SS,0,NA,,C499,1999-06-10,00766-0011,-95.902762,60,3-WAY,,45,TULSA,79,5,GATE,KENNE,00766,6610 E 79th ST S,36.048244,ST,0
L,,1281,0018,74136,38,29,E,1,1060,3920,79 ST 250'W OSWEGO PL ES,0,NA,,C480,1999-05-14,00768-0018,-95.933134,120,3-WAY,,45,TULSA,79,3,GATE,MUELL,00768,7911 S NEW HAVEN  AV E,36.048889,ST,0
L,,1381,0084,74133,21,28,E,1,11000,7828,79 ST 400'E 78 EA SS,0,NA,,C422,1999-06-19,00766-0084,-95.888304,60,3-WAY,,40,TULSA,79,5,GATE,MUELL,00766,7828 E 79th ST S,36.049778,ST,0
L,,1431,0036,74133,19,20,E,1,41902,9015,79 ST 400'E 88 EA NS,0,NA,,C525,1999-04-19,00765-0036,-95.875406,60,3-WAY,1990-08-20,52,TULSA,79,5,GATE,CLOW,00765,9015 E 79th ST S,36.049861,ST,0
L,,1331,0044,74136,20,28,E,1,1070,6126,79 ST 450'W SHERIDAN SS,0,NA,,C509,1999-05-18,00767-0044,-95.9058,60,3-WAY,,52,TULSA,79,5,GATE,MUELL,00767,6126 E 79th ST S,36.049432,ST,0
L,,1381,0032,74133,38,28,E,1,11000,7020,79 ST & 70 PL SEC,0,NA,,C528,1999-06-10,00766-0032,-95.897072,120,3-WAY,,45,TULSA,79,5,GATE,MUELL,00766,7020 E 79th ST S,36.048619,ST,0
L,,1381,0059,74133,21,28,S,1,11000,7905,79 ST & 76 EA SWC,0,NA,,C499,1999-06-07,00766-0059,-95.892098,60,3-WAY,,50,TULSA,76,5,GATE,KENNE,00766,7905 S 76th AV E,36.049437,EA,0
L,,1381,0073,74133,21,28,E,1,11000,7802,79 ST & 78 EA SEC,0,NA,,C499,1999-06-22,00766-0073,-95.8894,60,3-WAY,,52,TULSA,79,5,GATE,M & H,00766,7802 E 79th ST S,36.049744,ST,0
L,,1381,0089,74133,18,28,S,1,11000,7903,79 ST & 80 EA SEC,0,NA,,C528,1999-06-25,00766-0089,-95.886829,60,3-WAY,,40,TULSA,80,5,GATE,MUELL,00766,7903 S 80th AV E,36.049744,EA,0
L,,1331,0076,74136,26,28,E,1,1070,5120,79 ST & DARLINGTON SWC,0,NA,,C509,1999-05-03,00767-0076,-95.917786,80,3-WAY,,55,TULSA,79,5,GATE,CLOW,00767,5120 E 79th ST S,36.049252,ST,0
L,,1231,0045,74136,21,29,,1,1050,0,79 ST & FLORENCE SEC,0,NA,,,2003-08-07,00769-0045,-95.942806,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00769,,36.048638,,0
L,,1331,0084,74136,21,28,E,1,1070,5310,79 ST & FULTON SS,0,NA,,C509,1999-05-03,00767-0084,-95.916297,60,3-WAY,,55,TULSA,79,5,GATE,CLOW,00767,5310 E 79th ST S,36.049312,ST,0
L,,1331,0024,74136,7,28,E,1,1070,5812,79 ST & IRVINGTON SEC,0,NA,,C509,1999-05-06,00767-0024,-95.910229,20,3-WAY,,52,TULSA,79,5,GATE,MUELL,00767,5812 E 79th ST S,36.049432,ST,0
L,,1331,0087,74136,20,28,E,1,1070,5722,79 ST & IRVINGTON SWC,0,NA,,C490,1999-05-06,00767-0087,-95.911979,60,3-WAY,1992-01-30,52,TULSA,79,5,GATE,KENNE,00767,5722 E 79th ST S,36.049221,ST,0
L,,1431,0042,74133,6,28,S,1,41902,7777,79 ST & MEMORIAL ES,0,NA,,C525,1999-04-19,00765-0042,-95.885836,20,,,52,TULSA,MEMORIAL,5,AIR RELIE,AMERI,00765,7821 S MEMORIAL  DR E,36.04996,DR,0
L,,1431,0041,74133,19,28,S,1,41902,7777,79 ST & MEMORIAL ES,0,NA,,C525,1999-04-19,00765-0041,-95.884824,60,,,52,TULSA,MEMORIAL,5,GATE,AMERI,00765,7777 S MEMORIAL  DR E,36.050267,DR,0
