OF_TURN,HYDRANT,MAPPAGE,SEQ__,ZIPCODE,OF_TURNS,STATION,DIRECTION,COMPLETED,FLOW,NUM,LOCATION,STATIC_PRE,CLASS,CONDITION,VALVE_MAKE,DATE_INSPE,HYDRANT_ID,LONGITUDE,VALVE_SIZE,TYPE0,DATE_INSTA,SIZE,CITY,NAME,DISTRICT,VALVE_TYPE,MAKE,ATLAS_PAGE,ADDRESS,LATITUDE,TYPE,RESIDUAL_P
L,,970,0006,74127,7,24,,1,6158,0,37 ST N & 41 W AV,6,NA,,,1999-06-29,00278-0006,-96.036873,20,3-WAY,1989-01-09,52,,,4,AIR RELIE,DARLI,00278,,36.206857,,5
L,,1277,0014,74135,7,21,,1,1050,0,37 ST & NEW HAVEN AV SEC,0,NA,1,C441,1999-04-01,00136-0014,-95.933368,20,3-WAY,,42,TULSA,,2,AIR RELIE,MUELL,00136,,36.109582,,0
L,,1120,0015,74106,20,24,,1,11100,0,37 ST N & HARTFORD WS,0,NA,,C513,1999-06-30,00281-0015,-95.985472,60,3-WAY,1984-12-21,52,TULSA,,4,GATE,MUELL,00281,,36.208414,,0
L,,1120,0038,74106,20,24,,1,11100,0,37 ST N & HARTFORD WS,0,NA,,C513,1999-06-30,00281-0038,-95.98437,60,3-WAY,1984-12-21,52,TULSA,,4,GATE,MUELL,00281,,36.208348,,0
L,,1170,0007,74106,23,24,N,1,11000,3601,37 ST N & QUAKER SEC,0,NA,,,2003-08-05,00282-0007,-95.972869,80,3-WAY,,42,TULSA,PEORIA,4,GATE,MUELL,00282,3601 N PEORIA  AV E,36.208032,EA,0
L,,1277,0015,74135,20,21,E,1,1050,4108,37 ST & PITTSBURG SEC,0,NA,1,C538,1999-04-01,00136-0015,-95.930969,60,3-WAY,,42,TULSA,37,2,GATE,MUELL,00136,4108 E 37th ST S,36.10954,ST,0
L,,1177,0013,74105,21,14,E,1,0,1504,37 ST & ROCKFORD AV SEC,0,NA,,C527,2003-08-14,00138-0013,-95.971229,60,3-WAY,,50,TULSA,37,1,GATE,WATER,00138,1504 E 37th ST S,36.109544,ST,0
L,,1277,0017,74135,20,21,S,1,1050,3707,37 ST & TOLEDO AV SEC,0,NA,1,C499,1999-04-01,00136-0017,-95.926018,60,3-WAY,,52,TULSA,TOLEDO,2,GATE,DARLI,00136,3707 S TOLEDO  AV E,36.109639,AV,0
L,,1177,0039,74105,8,14,E,1,0,1604,37 ST & TRENTON SEC,0,NA,,C503,2003-08-14,00138-0039,-95.968843,20,3-WAY,1983-09-06,52,TULSA,37,1,AIR RELIE,KENNE,00138,1604 E 37th ST S,36.108913,ST,0
L,,1177,0040,74105,10,14,E,1,0,1624,37 ST & TROOST SEC,0,NA,,C494,2003-08-14,00138-0040,-95.967715,20,3-WAY,1983-09-12,52,TULSA,37,1,GATE,KENNE,00138,1624 E 37th ST S,36.108983,ST,0
L,,1177,0014,74105,21,14,E,1,0,1702,37 ST & UTICA AV SEC,0,NA,,C441,2003-08-14,00138-0014,-95.966674,60,3-WAY,,52,TULSA,37,1,GATE,MUELL,00138,1702 E 37th ST S,36.109193,ST,0
L,,1527,0042,74146,7,27,E,1,0,12814,37TH PL & 129TH E AVE SWC,0,NA,,,1999-04-16,00239-0042,-95.833484,20,3-WAY,,42,TULSA,37,5,AIR RELIE,M & H,00239,12814 E 37th PL S,36.109363,ST,0
L,,1427,0049,74145,21,25,,1,42302,0,37TH ST & 82ND EA SEC,0,NA,,C462,1999-06-21,00133-0049,-95.884638,60,3-WAY,,52,TULSA,,5,GATE,MUELL,00133,,36.110816,,0
L,,974,0038,74127,21,13,,1,11100,0,37 WA 300'S 4 ST ES,0,NA,,C480,1999-05-24,00040-0038,-96.034224,60,3-WAY,,52,TULSA,,1,GATE,MUELL,00040,,36.151431,,0
L,,979,0044,74107,21,26,,1,11019,0,37 WA & 53 PL SEC,6,NA,,C487,1999-10-21,00319-0044,-96.033985,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00319,,36.085853,,8
L,,979,0045,74107,21,26,,1,11019,0,37 WA & 54 ST SWC,6,NA,,C487,1999-10-21,00319-0045,-96.034272,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00319,,36.084858,,8
L,,979,0047,74107,21,26,,1,11019,0,37 WA & 55 PL SEC,6,NA,,C522,1999-10-21,00319-0047,-96.033904,60,3-WAY,,52,TULSA,,3,GATE,MUELL,00319,,36.083112,,8
L,,979,0046,74107,28,26,,1,11019,0,37 WA & 55 ST SEC,6,NA,,C522,1999-10-21,00319-0046,-96.033944,80,3-WAY,,42,TULSA,,3,GATE,MUELL,00319,,36.084026,,8
L,,979,0043,74107,21,26,,1,11019,0,37 W AVE & 52 PL SEC,6,NA,,C522,1999-10-21,00319-0043,-96.033944,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00319,,36.086767,,8
L,,1431,0046,74133,26,28,E,1,41902,8451,384'W 542'N OF EXISTING FH #2,0,NA,,C525,1998-08-12,00765-0046,-95.88447,80,3-WAY,1998-08-12,52,TULSA,81,5,GATE,DARLI,00765,8451 E 81th ST S,36.048078,ST,0
L,,1527,0064,74146,21,27,S,1,0,3801,38 E PL & 120 EA SEC,0,NA,,C509,1999-04-28,00239-0064,-95.843534,60,3-WAY,,50,TULSA,120,5,GATE,MUELL,00239,3801 S 120th AV E,36.107556,EA,0
L,,1527,0068,74146,26,27,E,1,0,12258,38 E PL 200'W/127 EA SS,0,NA,,C525,1996-05-28,00239-0068,-95.838509,80,3-WAY,,42,TULSA,38,5,GATE,M & H,00239,12258 E 38th PL S,36.107419,ST,0
L,,1527,0086,74146,21,27,E,1,1060,12228,38 E PL 400'E/122 EA SS,0,NA,,,1999-06-12,00239-0086,-95.839734,60,3-WAY,,55,TULSA,38,5,GATE,MUELL,00239,12224 E 38th PL S,36.106874,ST,0
L,,1527,0058,74146,21,27,S,1,0,3901,38 E PL 400'E/GARNETT SS,0,NA,,C528,1999-04-28,00239-0058,-95.850122,60,3-WAY,,52,TULSA,GARNETT,5,GATE,MUELL,00239,3901 S GARNETT   RD E,36.107692,RD,0
L,,1527,0059,74146,22,27,S,1,0,3901,38 E PL 800'E/GARNETT SS,0,NA,,,1999-04-28,00239-0059,-95.849489,60,3-WAY,,45,TULSA,GARNETT,5,GATE,MUELL,00239,3901 S GARNETT   RD E,36.107692,RD,0
L,,1527,0057,74146,19,27,,1,1060,0,38 E PL & GARNETT SEC,0,NA,,C528,1999-04-28,00239-0057,-95.850967,60,3-WAY,,45,TULSA,,5,GATE,MUELL,00239,,36.107351,,0
L,,1527,0062,74146,27,27,S,1,0,3827,38 PL & 118 EA SEC,0,NA,,C494,1999-04-28,00239-0062,-95.845942,60,3-WAY,,45,TULSA,118,5,GATE,MUELL,00239,3827 S 118th AV E,36.107488,EA,0
L,,1527,0063,74146,27,27,S,1,0,3803,38 PL & 119 EA SEC,0,NA,,C494,1999-04-28,00239-0063,-95.844886,80,3-WAY,,45,TULSA,119,5,GATE,MUELL,00239,3803 S 119th AV E,36.107488,EA,0
L,,1227,0025,74105,21,14,E,1,1050,3009,38 PL & 38 ST SEC,0,NA,,C452,1999-07-15,00137-0025,-95.946597,60,3-WAY,,42,TULSA,38,1,GATE,MUELL,00137,3009 E 38th PL S,36.107737,ST,0
L,,1127,0015,74105,20,18,S,1,11100,3800,38 PL 50'E RIVERSIDE SS,0,NA,,C489,1999-06-21,00139-0015,-95.982506,60,3-WAY,,50,TULSA,RIVERSIDE,3,GATE,WATER,00139,3800 S RIVERSIDE  DR W,36.107328,W,0
L,,1327,0020,74135,28,21,E,1,1050,5132,38 PL 70'W OF CANTON AVE SS,0,NA,,C509,1999-05-09,00135-0020,-95.918688,80,3-WAY,,45,TULSA,38,2,GATE,DARLI,00135,5126 E 38th PL S,36.108258,PL,0
L,,1427,0029,74145,21,25,E,1,42302,8644,38 PL & 88 E AVE SWC,0,NA,,C506,1999-06-27,00133-0029,-95.879242,60,3-WAY,,52,TULSA,38,5,GATE,MUELL,00133,8644 E 38th PL S,36.107612,ST,0
L,,1427,0030,74145,21,25,S,1,42302,3821,38 PL & 91 E AVE SEC,0,NA,,C462,1999-06-27,00133-0030,-95.875744,60,3-WAY,,42,TULSA,91,5,GATE,MUELL,00133,3821 S 91th AV E,36.10785,EA,0
L,,1427,0034,74145,21,25,,1,42302,0,38 PL & 94 E AVE SEC,0,NA,,C462,1999-06-27,00133-0034,-95.87098,60,3-WAY,,42,TULSA,,5,GATE,MUELL,00133,,36.108021,,0
L,,1227,0034,74105,18,14,E,1,1050,3072,38 PL & FLORENCE SWC,0,NA,,C509,1999-07-15,00137-0034,-95.94445,60,3-WAY,,40,TULSA,,1,GATE,DARLI,00137,3072 E 38th PL S,36.106049,PL,0
L,,1127,0016,74105,27,18,S,1,11100,3817,38 PL & MADISON AV NEC,0,NA,,C522,1999-06-21,00139-0016,-95.979819,60,3-WAY,,52,TULSA,MADISON,3,GATE,MUELL,00139,3817 S MADISON  AV E,36.10729,EA,0
L,,1277,0029,74135,20,21,E,1,1050,4506,38 PL & TOLEDO AV SEC,0,NA,,C544,1999-04-16,00136-0029,-95.925977,60,3-WAY,,52,TULSA,38,2,GATE,DARLI,00136,4506 E 38th PL S,36.107311,PL,0
R,,1277,0030,74135,20,21,E,1,1050,4586,38 PL & YALE AV SWC,0,NA,3,C527,1999-04-16,00136-0030,-95.92265,60,3-WAY,,50,TULSA,38,2,GATE,KENNE,00136,4586 E 38th PL S,36.107081,PL,0
L,,1477,0041,74146,28,27,E,1,1060,11052,38 ST 100'W/112 EA SS,0,NA,,,1999-05-11,00182-0041,-95.851963,80,3-WAY,,45,TULSA,38,5,GATE,42396,00182,11052 E 38th ST S,36.108116,ST,0
L,,1527,0087,74146,25,27,S,1,1060,3903,38 ST & 123 EA SEC,0,NA,,,1999-06-12,00239-0087,-95.839438,80,3-WAY,,52,TULSA,123,5,GATE,DARLI,00239,3903 S 123th AV E,36.105987,EA,0
L,,1577,0023,74134,21,27,E,1,11100,13302,38 ST & 133 EA SEC,0,NA,,C495,1999-04-24,00304-0023,-95.828163,60,3-WAY,,52,TULSA,38,5,GATE,MUELL,00304,13302 E 38th ST S,36.108579,ST,0
L,,1577,0034,74134,21,27,E,1,11100,13504,38 ST & 135 EA SEC,0,NA,,C495,1999-04-30,00304-0034,-95.826516,60,3-WAY,,52,TULSA,38,5,GATE,MUELL,00304,13504 E 38th ST S,36.109738,ST,0
L,,1577,0053,74134,21,27,S,1,11100,3805,38 ST & 143 EA SEC,0,NA,,C495,1999-04-27,00304-0053,-95.818045,60,3-WAY,,52,TULSA,143,5,GATE,MUELL,00304,3805 S 143th AV E,36.108956,EA,0
L,,1577,0049,74134,21,27,S,1,11100,3809,38 ST & 143 EA SEC,0,NA,,C495,1999-04-27,00304-0049,-95.819127,60,3-WAY,,52,TULSA,142,5,GATE,MUELL,00304,3809 S 142th AV E,36.109261,EA,0
L,,1577,0055,74134,21,27,E,1,11100,14412,38 ST & 144 EA SEC,0,NA,,C495,1999-04-27,00304-0055,-95.817058,60,3-WAY,,52,TULSA,38,5,GATE,MUELL,00304,14412 E 38th ST S,36.108544,ST,0
L,,1577,0058,74134,19,27,E,1,11100,14436,38 ST & 144 E PL SEC,0,NA,,C495,1999-04-27,00304-0058,-95.815569,60,3-WAY,,50,TULSA,38,5,GATE,KENNE,00304,14436 E 38th ST S,36.108231,ST,0
L,,1477,0040,74146,19,27,E,1,1060,11006,38 ST 150'E/110 EA SS,0,NA,,,1999-05-11,00182-0040,-95.85382,80,3-WAY,,45,TULSA,38,5,GATE,MUELL,00182,11006 E 38th ST S,36.108116,ST,0
L,,1527,0067,74146,26,27,E,1,0,12220,38 ST 150'E/122 EA SS,0,NA,,C495,1999-05-28,00239-0067,-95.839903,60,3-WAY,,45,TULSA,38,5,GATE,M & H,00239,12220 E 38th ST S,36.107624,ST,0
L,,1120,0023,74106,13,24,,1,11100,0,38 ST 150'W OF LANSING SS,0,NA,,C469,2003-08-05,00281-0023,-95.981409,40,3-WAY,,45,TULSA,,4,GATE,MUELL,00281,,36.209118,,0
L,,1327,0029,74135,19,25,S,1,1050,3866,38ST 225'W OF SHERIDAN RD SS,0,NA,,C509,1999-05-30,00135-0029,-95.904866,60,3-WAY,,42,TULSA,SHERIDAN,5,GATE,MUELL,00135,3866 S SHERIDAN  RD E,36.108904,RD,0
L,,1527,0051,74146,26,27,E,1,0,12254,38 ST 250'W/127 EA SS,0,NA,,C477,1999-04-10,00239-0051,-95.838805,80,3-WAY,,45,TULSA,38,5,GATE,M & H,00239,12248 E 38th ST S,36.10817,ST,0
L,,1327,0023,74135,20,21,E,1,1050,5428,38ST 25'W OF FULTON AVE SS,0,NA,,C509,1999-05-24,00135-0023,-95.915261,60,3-WAY,,42,TULSA,38,2,GATE,DARLI,00135,5428 E 38th ST S,36.108627,ST,0
L,,1027,0022,74107,14,12,S,1,11100,3803,38 ST & 26 W AVE SEC,0,NA,3,C489,1999-05-13,00141-0022,-96.021263,40,3-WAY,,42,TULSA,26,3,GATE,MUELL,00141,3803 S 26th AV W,36.107377,AV,0
L,,1027,0021,74107,18,12,S,1,11100,3801,38 ST & 27 W AVE SEC,0,NA,3,C489,2003-08-15,00141-0021,-96.022547,60,3-WAY,,42,TULSA,27,3,GATE,MUELL,00141,3801 S 27th AV W,36.10741,AV,0
L,,1027,0020,74107,7,12,S,1,11100,3803,38 ST & 28 W AVE SEC,0,NA,3,C489,2003-08-15,00141-0020,-96.023829,20,3-WAY,,45,TULSA,28,3,AIR RELIE,DARLI,00141,3803 S 28th AV W,36.107445,AV,0
L,,1527,0045,74146,7,27,E,1,0,11456,38 ST 300'W/118 EA SS,0,NA,,,1996-05-28,00239-0045,-95.848137,20,3-WAY,,42,TULSA,38,5,AIR RELIE,MUELL,00239,11456 E 38th ST S,36.10834,ST,0
L,,1527,0048,74146,0,27,E,1,0,11880,38 ST 300'W/121 EA SS,0,NA,,C452,1999-04-22,00239-0048,-95.84383,80,3-WAY,,42,TULSA,38,5,GATE,MUELL,00239,11874 E 38th ST S,36.108272,ST,0
L,,1170,0002,74106,24,24,N,1,11000,3601,38 ST 300'W QUAKER SS,0,NA,,C440,2003-08-05,00282-0002,-95.97422,80,3-WAY,,42,TULSA,PEORIA,4,GATE,MUELL,00282,3601 N PEORIA  AV E,36.208844,EA,0
L,,1027,0019,74107,18,12,,1,11100,0,38 ST & 32 W AVE NEC,0,NA,3,C489,1999-05-13,00141-0019,-96.027965,60,3-WAY,,52,TULSA,,3,GATE,CLOW,00141,,36.107789,,0
L,,1027,0018,74107,18,12,,1,11000,0,38 ST & 33 W AVE NEC,0,NA,3,C489,2003-08-08,00141-0018,-96.029289,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00141,,36.107789,,0
L,,977,0001,74107,27,12,,1,92999,0,38 ST & 34 W AVE SEC,7,NA,,C480,1999-09-07,00142-0001,-96.030621,60,3-WAY,,42,TULSA,,3,GATE,MUELL,00142,,36.107517,,0
L,,1327,0028,74135,19,25,,1,1050,0,38ST 350'E OF MAPLEWOOD AVE SS,0,NA,,C509,1999-06-08,00135-0028,-95.906046,60,3-WAY,,42,TULSA,,5,GATE,MUELL,00135,,36.108935,,0
L,,1577,0038,74134,21,27,E,1,11100,13530,38 ST 375'W/136 EA SS,0,NA,,C495,1999-04-30,00304-0038,-95.825602,60,3-WAY,,52,TULSA,38,5,GATE,MUELL,00304,13530 E 38th ST S,36.110025,ST,0
L,,1527,0054,74146,21,27,E,1,0,12542,38 ST 400'W/129 EA SS,0,NA,,,1999-04-22,00239-0054,-95.835342,60,3-WAY,,45,TULSA,38,5,GATE,MUELL,00239,12542 E 38th ST S,36.108613,ST,0
L,,1527,0053,74146,21,27,E,1,1060,12524,38 ST 450'E/127 EA SS,0,NA,,C495,1999-04-10,00239-0053,-95.836398,60,3-WAY,,45,TULSA,38,5,GATE,MUELL,00239,12524 E 38th ST S,36.108624,ST,0
L,,1227,0024,74105,18,14,E,1,1050,2672,38 ST 450'W DELAWARE SS,0,NA,,,1999-07-15,00137-0024,-95.950485,60,3-WAY,,45,TULSA,38,1,GATE,DARLI,00137,2672 E 38th ST S,36.107566,ST,0
L,,1377,0019,74145,38,25,E,1,1060,7704,38 ST 500'W OF 79 EA SS,0,NA,,,1999-05-29,00134-0019,-95.88999,120,3-WAY,,42,TULSA,38,5,GATE,MUELL,00134,7704 E 38th ST S,36.107874,ST,0
L,,1477,0038,74146,26,27,E,1,1060,10624,38 ST 50'E/106 PL SS,0,NA,,C545,1999-05-11,00182-0038,-95.857702,80,3-WAY,,45,TULSA,38,5,GATE,MUELL,00182,10624 E 38th ST S,36.108355,ST,0
L,,1527,0066,74146,26,27,E,1,0,12136,38 ST 50'E/121 E PL SS,0,NA,,,1999-05-28,00239-0066,-95.841085,80,3-WAY,,45,TULSA,38,5,GATE,M & H,00239,12136 E 38th ST S,36.107454,ST,0
L,,1527,0052,74146,0,27,E,1,0,12404,38 ST 50'E/127 EA SS,0,NA,,C477,1999-04-10,00239-0052,-95.837665,0,3-WAY,,42,TULSA,38,5,GATE,M & H,00239,12404 E 38th ST S,36.108238,ST,0
R,,1277,0025,74135,20,14,S,1,1050,3807,38 ST 50'E INDIANAPOLIS SS,0,NA,,C517,1999-04-13,00136-0025,-95.938901,60,3-WAY,,52,TULSA,INDIANAPOLIS,1,GATE,DARLI,00136,3807 S INDIANAPOLIS  AV E,36.107784,AV,0
R,,1277,0026,74135,20,21,S,1,1050,3803,38 ST 50'E KNOXVILLE SS,0,NA,,C499,1999-04-16,00136-0026,-95.93657,60,3-WAY,,52,TULSA,KNOXVILLE,2,GATE,DARLI,00136,3803 S KNOXVILLE  AV E,36.107737,AV,0
L,,1227,0020,74105,18,14,,1,0,0,38 ST 50'E LEWIS SS,0,NA,,C527,1996-05-22,00137-0020,-95.957803,60,3-WAY,,50,TULSA,,1,GATE,KENNE,00137,,36.107624,,0
L,,1127,0014,74105,32,18,E,1,11100,1106,38 ST 50'E NORFOLK SS,0,NA,,C522,1999-06-24,00139-0014,-95.977792,100,3-WAY,,40,TULSA,38,3,GATE,DARLI,00139,1106 E 38th ST S,36.107747,ST,0
,,1327,0026,74135,0,25,E,1,1050,6128,38ST 50'E OF LAKEWOOD AVE SS,0,NA,,DELET,1999-05-30,00135-0026,-95.908712,0,3-WAY,,45,TULSA,38,5,,MUELL,00135,6128 E 38th ST S,36.108904,ST,0
L,,1527,0046,74146,30,27,E,1,0,11812,38 ST 50'W/118 EA SS,0,NA,,,1999-04-22,00239-0046,-95.846702,80,3-WAY,,45,TULSA,38,5,GATE,MUELL,00239,11812 E 38th ST S,36.10834,ST,0
L,,1527,0055,74146,21,27,E,1,0,12576,38 ST 50'W/129 EA SS,0,NA,,,1999-04-22,00239-0055,-95.834244,60,3-WAY,,45,TULSA,38,5,GATE,MUELL,00239,12576 E 38th ST S,36.108613,ST,0
L,,1377,0015,74145,20,25,E,1,1060,6960,38 ST 550'S OF 66 BYPASS SS,0,NA,,C495,1999-05-29,00134-0015,-95.899612,60,3-WAY,,42,TULSA,38,5,GATE,MUELL,00134,6960 E 38th ST S,36.107874,ST,0
L,,1327,0027,74135,20,25,E,1,1050,6355,38ST 60'E OF MAPLEWOOD AVE SS,0,NA,,C509,1999-06-08,00135-0027,-95.907569,60,3-WAY,1988-05-24,50,TULSA,SKELLY,5,GATE,WATER,00135,6355 E SKELLY  DR S,36.108934,DR,0
L,,1377,0016,74145,26,25,E,1,1060,6972,38 ST 625'W OF 73 EA SS,0,NA,,C485,1999-05-29,00134-0016,-95.897745,80,3-WAY,,42,TULSA,38,5,GATE,MUELL,00134,6972 E 38th ST,36.107835,,0
L,,1377,0018,74145,38,25,E,1,1060,7362,38 ST 700'E OF 73 EA SS,9,NA,,C452,1999-05-29,00134-0018,-95.892527,120,3-WAY,1991-05-07,42,TULSA,38,5,GATE,MUELL,00134,7362 E 38th ST S,36.107874,ST,0
L,,1527,0047,74146,20,27,E,1,1060,11844,38 ST 700'W/121 EA SS,0,NA,,,1999-04-22,00239-0047,-95.845224,60,3-WAY,,45,TULSA,38,5,GATE,MUELL,00239,11844 E 38th ST S,36.10834,ST,0
L,,1377,0017,74145,26,25,E,1,1060,7242,38 ST & 73 EA SEC,0,NA,,,1999-05-29,00134-0017,-95.895304,80,3-WAY,,45,TULSA,38,5,GATE,MUELL,00134,7242 E 38th ST S,36.107835,ST,0
L,,1477,0039,74146,21,27,E,1,1060,10808,38 ST 75'E/108 EA SS,0,NA,,C499,1999-05-11,00182-0039,-95.855803,60,3-WAY,,45,TULSA,38,5,GATE,MUELL,00182,10808 E 38th ST S,36.108321,ST,0
L,,1377,0020,74145,30,25,S,1,1060,3815,38 ST & 79 EA SEC,0,NA,,C496,1999-05-29,00134-0020,-95.888602,100,3-WAY,,42,TULSA,79,5,GATE,MUELL,00134,3815 S 79th AV E,36.107371,EA,0
L,,1427,0018,74145,21,25,E,1,42302,8214,38 ST & 82 E AVE SEC,0,NA,,C452,2003-08-08,00133-0018,-95.883837,60,3-WAY,,42,TULSA,38,5,GATE,MUELL,00133,8214 E 38th ST S,36.108259,ST,0
L,,1427,0019,74145,27,25,E,1,42302,8254,38 ST & 86 E AVE SWC,0,NA,,C462,2003-08-08,00133-0019,-95.881982,80,3-WAY,,42,TULSA,38,5,GATE,MUELL,00133,8254 E 38th ST S,36.108464,ST,0
L,,1427,0020,74145,20,25,,1,42302,0,38 ST & 88 E AVE SEC,0,NA,,C462,2003-08-08,00133-0020,-95.878863,60,3-WAY,,42,TULSA,,5,GATE,MUELL,00133,,36.10843,,0
L,,1427,0021,74145,28,25,E,1,42302,8834,38 ST & 88 E PL SEC,0,NA,,C462,2003-08-08,00133-0021,-95.877767,80,3-WAY,,52,TULSA,38,5,GATE,CLOW,00133,8834 E 38th ST S,36.108362,ST,0
L,,1427,0068,74145,21,25,S,1,42302,3805,38 ST & 90 E AV SEC,0,NA,,C462,1999-06-28,00133-0068,-95.876755,60,3-WAY,1993-01-14,52,TULSA,90,5,GATE,DARLI,00133,3805 S 90th AV E,36.108634,EA,0
L,,1427,0066,74145,21,25,E,1,1070,9218,38 ST & 93 E AV SWC,0,NA,,C462,1999-06-27,00133-0066,-95.872667,60,3-WAY,1993-03-09,52,TULSA,38,5,GATE,DARLI,00133,9218 E 38th ST S,36.1086,ST,0
L,,1427,0025,74145,27,25,E,1,1070,9406,38 ST & 94 E AVE SEC,0,NA,,C452,2003-08-08,00133-0025,-95.870938,80,3-WAY,,52,TULSA,38,5,GATE,DARLI,00133,9406 E 38th ST S,36.108771,ST,0
L,,1477,0023,74146,25,25,S,1,1060,3801,38 ST & 98 EA SEC,0,NA,,C477,1999-05-20,00182-0023,-95.867822,80,3-WAY,,42,TULSA,98,5,GATE,MUELL,00182,3801 S 98th AV E,36.108525,EA,0
L,,1227,0021,74105,20,14,E,1,1050,2430,38 ST & ATLANTA AV SWC,0,NA,,C513,1999-07-15,00137-0021,-95.957044,60,3-WAY,,50,TULSA,38,1,GATE,KENNE,00137,2430 E 38th ST S,36.107612,ST,0
L,,1227,0022,74105,18,14,E,1,1050,2512,38 ST & ATLANTA PL SEC,0,NA,,C469,1999-07-15,00137-0022,-95.956234,60,3-WAY,,50,TULSA,38,1,GATE,KENNE,00137,2512 E 38th ST S,36.107631,ST,0
L,,1327,0022,74135,28,21,E,1,1050,5408,38 ST & ERIE AV,0,NA,,C452,1999-05-24,00135-0022,-95.916175,80,3-WAY,,42,TULSA,38,2,GATE,DARLI,00135,5408 E 38th ST S,36.108473,ST,0
,,1227,0026,74105,0,14,S,1,1050,3819,38 ST & FLORENCE SEC,0,NA,1,C494,1999-07-15,00137-0026,-95.944531,0,3-WAY,,45,TULSA,FLORENCE,1,,DARLI,00137,3819 S FLORENCE  AV E,36.107595,EA,0
L,,1527,0044,74146,30,27,E,1,0,11304,38 ST & GARNETT SEC,0,NA,,,1999-04-22,00239-0044,-95.849024,80,3-WAY,,42,TULSA,38,5,GATE,M & H,00239,11432 E 38th ST S,36.10834,ST,0
L,,1527,0043,74146,30,27,E,1,0,11436,38 ST & GARNETT SEC,0,NA,,,1999-04-22,00239-0043,-95.850882,80,3-WAY,,42,TULSA,38,5,GATE,M & H,00239,11304 E 38th ST S,36.108306,ST,0
L,,1120,0039,74106,21,24,,1,11100,0,38 ST & HARTFORD WS,0,NA,,C538,1999-06-27,00281-0039,-95.984417,60,3-WAY,1985-01-14,42,TULSA,,4,GATE,MUELL,00281,,36.2096,,0
L,,1120,0019,74106,20,24,,1,11100,0,38 ST & IROQUIOS SEC,0,NA,,C494,2003-08-05,00281-0019,-95.983252,60,3-WAY,,45,TULSA,,4,GATE,MUELL,00281,,36.209036,,0
L,,1370,0002,74115,39,17,,1,1100,0,38ST N 900'W 75 EA SS,0,NA,,C541,1999-06-23,00286-0002,-95.89455,120,3-WAY,,52,TULSA,,2,GATE,MUELL,00286,,36.208529,,0
L,,1270,0002,74115,16,24,N,1,0,3801,38 ST N & KNOXVILLE NEC,0,NA,,,1996-05-07,00284-0002,-95.937236,60,3-WAY,,45,TULSA,KNOXVILLE,4,GATE,MUELL,00284,3801 N KNOXVILLE  AV E,36.208177,EA,0
L,,1270,0004,74115,20,24,N,1,0,3644,38 ST N & LOUISVILLE SWC,0,NA,,,1996-05-07,00284-0004,-95.936053,60,3-WAY,,40,TULSA,LOUISVILLE,4,GATE,MUELL,00284,3644 N LOUISVILLE  AV E,36.207726,EA,0
L,,1170,0006,74106,23,24,N,1,11000,3601,38 ST N & QUAKER SWC,0,NA,,C440,2003-08-05,00282-0006,-95.97329,80,3-WAY,,42,TULSA,PEORIA,4,GATE,MUELL,00282,3601 N PEORIA  AV E,36.208865,EA,0
L,,1177,0021,74105,38,18,,1,60,0,38 ST & PEORIA AV SEC,0,NA,,C527,2003-08-03,00138-0021,-95.975479,120,3-WAY,,40,TULSA,,3,GATE,DARLI,00138,,36.107756,,0
L,,1170,0001,74106,22,24,N,1,0,3601,38 ST & PEORIA SEC,0,NA,,C440,1999-11-05,00282-0001,-95.975243,80,3-WAY,,42,TULSA,PEORIA,4,GATE,MUELL,00282,3601 N PEORIA  AV E,36.208646,EA,0
R,,1277,0027,74135,20,14,E,1,1050,4104,38 ST & PITTSBURG AV SEC,0,NA,,C513,1999-04-16,00136-0027,-95.93105,60,3-WAY,,52,TULSA,38,1,GATE,DARLI,00136,4104 E 38th ST S,36.10777,ST,0
L,,1177,0022,74105,7,18,E,1,0,1406,38 ST & QUINCY AV SEC,0,NA,,C525,2003-08-03,00138-0022,-95.973267,20,3-WAY,1993-01-17,50,TULSA,38,3,GATE,WATER,00138,1329 E 39th ST S  1329  D,36.107651,ST,0
R,,1277,0028,74135,20,14,,1,1050,0,38 ST & SANDUSKY AV SEC,0,NA,1,C527,1999-04-16,00136-0028,-95.927925,60,3-WAY,,52,TULSA,,1,GATE,DARLI,00136,,36.10777,,0
L,,1177,0024,74105,27,18,,1,0,0,38 ST & ST LOUIS AV SEC,0,NA,,,2003-08-14,00138-0024,-95.970187,60,3-WAY,,40,TULSA,,3,GATE,MUELL,00138,,36.107721,,0
L,,1177,0029,74105,0,14,E,1,0,2206,38 ST & TERWILLEGER SS,0,NA,,C477,2003-08-14,00138-0029,-95.961295,20,3-WAY,,42,TULSA,38,1,GATE,MUELL,00138,2206 E 38th ST S,36.107616,ST,0
L,,1177,0025,74105,27,14,S,1,0,3803,38 ST & TRENTON AV SEC,0,NA,,DELET,2003-08-14,00138-0025,-95.968973,60,3-WAY,,52,TULSA,TRENTON,1,GATE,DARLI,00138,3803 S TRENTON  AV E,36.107721,EA,0
